review_id,company_name,industry,job_title,review_date,overall_rating,pros_text,cons_text
130,Pfizer,Healthcare,Lab analyst,2025-09-30,4.0,"Benefits, benefits, benefits, benefits, benefits Ability to navigate through company, currently considering other sites worldwide Direct relationship between hard work and results",Highly dependent on department but: We could improve on staffing Sometimes workload becomes overwhelming
131,Pfizer,Healthcare,Anonymous employee,2025-10-07,3.0,Good people to work. You can gain knowledge from the seniors.,Don't think about the promotions.
132,Pfizer,Healthcare,Intern,2025-10-03,5.0,I had a lot of interesting projects.,It is difficult to get rehired as a full time employee after the internship.
133,Pfizer,Healthcare,Senior engineer,2025-10-05,4.0,Great people to work with.,"Corporate mentality, a lot of restructuring and changing timelines and deadlines."
134,Pfizer,Healthcare,Sales representative,2025-10-06,3.0,Freedom to control daily activity,Not competing salary and bonus
135,Pfizer,Healthcare,Senior leader,2025-04-06,1.0,"No pros, just a lot of cons, specially at this site. All older employees have their kids and family working in other departments. The number of politics at this facility is nonsensical and highly toxic due to legacy employees. Every SLT member has a son or daughter working in the company and by passing processes. doing nothing and minting money. Management is toxic within the plant and specially above site. They have layoffs every other year so everyone lives in fear. During my time there did not meet one single person who has any good thing to say about anything.","Perhaps they get the award for being the the most miserable vial work environment for all levels in the organization, High attrition rates and low pay are the hallmarks, new employees dont see their supervisors for weeks. The previous site head was a unprofessional coward and a racist leader. Created an enviroment of fear, favoritism, and nepotism, He was endorsed by his superiors so this is company culture. I dont think there are any good people there, majority are incompetent people who now have their children and family working here too."
136,Pfizer,Healthcare,Anonymous employee,2025-05-09,2.0,If you have a good manager it can be great. You can jump from role to role easily if they like you.,"- Pfizer’s acquisition of Seagen destroyed the great culture we had in Bothell. - Pfizer’s culture is a popularity contest, especially in the New York scene. They admit as much in department meetings. They'll keep bringing back people they laid off if they like them, despite incompetence or job qualifications. - I've never had a more toxic manager or experience than at Pfizer. If the manager doesn't like you or doesn't want to hear your ideas, the accepted culture is to quiet fire people until they leave. (So I left, rather than be treated like garbage.) - They want robots to follow orders, no creative or innovative ideas welcome. They hide their true intentions under a disguise of being collaborative. - toxic leadership is encouraged to be as such and defended by HR"
137,Pfizer,Healthcare,Operational excellence,2025-09-09,4.0,"Good benefits, decent pay, flexible hybrid work","Feel like only way to get moved up is to leave the company for a few years, then return for a huge pay bump. They'd often hire externally for higher roles instead of giving people much deserved promotions."
138,Pfizer,Healthcare,Associate research fellow,2025-09-29,4.0,"good team work, good benefit",Decision making. light speed. critical gap in talent
139,Pfizer,Healthcare,Associate scientist,2025-10-04,3.0,Good culture in hard times,Bad pay in comparison to industry
140,Pfizer,Healthcare,Sales representative,2025-10-01,4.0,Great benefits and small territory,Micromanaging from above. No insurance coverage.
141,Pfizer,Healthcare,Associate scientist,2025-10-04,3.0,Good culture in hard times,Bad pay in comparison to industry
142,Pfizer,Healthcare,Sales representative,2025-10-01,4.0,Great benefits and small territory,Micromanaging from above. No insurance coverage.
143,Pfizer,Healthcare,Director,2025-10-02,3.0,Flexibility with work life balance,Leadership is leading from behind
144,Pfizer,Healthcare,Anonymous employee,2025-09-30,5.0,"Growth, Compensation, Work/life balance, lengthy parental leave, benefits",None that come to mind
145,Pfizer,Healthcare,Scientist,2025-09-30,2.0,Lots of tech and money to spend on reagents,"CEO supports trump
Future direction unclear
constant lay-offs"
146,Pfizer,Healthcare,Senior production operator ii,2025-06-27,4.0,"Great Benefits. Top-tier PTO with vacation, sick, caregiver, personal, and the ability to purchase additional vacation if needed. With maximum time purchased for vacation, time can equal 2-3 months of PTO per year.",Horrible work culture. Supervisors routinely have their hands tied on what they can do for their employees. Can be Chaotic with production taking priority over everything else. Questionable decisions made by management regarding Quality and GDP practices to keep production running. Constant threat of mandatory overtime. Pay is not consistent with other sites.
147,Pfizer,Healthcare,Network specialist,2025-09-28,5.0,"Good work relationships
Good training","Zero tolerance policy
Airgapped environment"
148,Pfizer,Healthcare,Sr data manager,2025-09-22,4.0,Good work life balance and reputation.,Can be easily lost in massive company especially with poor management.
