review_id,company_name,industry,job_title,location,employment_status,review_date,overall_rating,rating_work_life_balance,rating_culture_values,rating_compensation_benefits,rating_career_opportunities,rating_senior_management,headline,pros_text,cons_text,advice_to_management,helpful_count,url
118,Jacobs Engineering,Infrastructure,Structural engineer,,,2025-10-22,1.0,,,,,,,Decent Benefits Very intelligent coworkers,Poor management Long hours 60-70 hour weeks for months on end were not out of the norm,,,
119,Jacobs Engineering,Infrastructure,Senior discipline lead,,,2025-08-05,4.0,,,,,,,Benefits are decent with more than adequate PTO. Hybrid or remote options available.,"30 years ago, work dried up and so did your position, unless you were in the in crowd, even if you were better than a majority of them. 30 years later, they preach employees are our strength and they live inclusion, but still... work dries up, bye bye bye",,,
120,Jacobs Engineering,Infrastructure,Structural engineer,,,2025-09-30,3.0,,,,,,,Nice Employees Hybrid Schedule Decent Benefits,Unfair pay practices - Not equal for all employees No transparency Company values are only talked about and not carried out at all levels,,,
121,Jacobs Engineering,Infrastructure,Designer,,,2025-10-06,4.0,,,,,,,"Big comlex projects, great resources, lots of oppotrunity to learn","Long hours, but that's the industry",,,
122,Jacobs Engineering,Infrastructure,Senior portfolio manager,,,2025-09-03,5.0,,,,,,,"Jacobs is a great company to work for and it drives the business by not following the norm, to always question and strive for safe improvement all the way everyday",No issues or problems have arisen for me,,,
123,Jacobs Engineering,Infrastructure,Process engineer,,,2025-09-28,5.0,,,,,,,Has a great mixture of people around the world which gives great benefit of exposure.,News related to the immigration moves pretty slow,,,
124,Jacobs Engineering,Infrastructure,Assistant project manager,,,2025-10-01,4.0,,,,,,,"Upward mobility, great people, competitive salary",Hybrid work but strict on 2 days in the office,,,
125,Jacobs Engineering,Infrastructure,Solutions architect,,,2025-08-20,4.0,,,,,,,Very supportive and helpful staff. Always client work available so billing isn't much of an issue as long as you do well on projects. Flexible location and hours. Big company with a lot of mobility and potential to work in different areas.,At times they can lean on certain people too much and they get overworked. Benefits are okay.,,,
126,Jacobs Engineering,Infrastructure,Water project manager,,,2025-09-03,5.0,,,,,,,There are so many options to choose from! I didn’t think I would like working at a giant firm but there are so many pathways you can take to fit your goals.,It is corporate and certain elements of the job can be impacted because of it.,,,
127,Jacobs Engineering,Infrastructure,Geologist,,,2025-09-05,4.0,,,,,,,- good work - life balance if you're not in the field - straight overtime - hybrid,"- hybrid - ""unlimited"" pto - corporate structure is confusing and always changing - illogical IT policies and outsourcing - health insurance is insanely expensive if you want more than the minimum deductible",,,
128,Jacobs Engineering,Infrastructure,Piping engineer,,,2025-09-17,5.0,,,,,,,"Good time off, good pay, good people (at least in my office), good experience",Project managers and fast schedules,,,
129,Jacobs Engineering,Infrastructure,Anonymous employee,,,2025-09-11,4.0,,,,,,,"Lots of internal growth opportunities, and fun and engaging projects. I get to work with the best of the best.",I don’t think there is great mentorship for younger staff.,,,
130,Jacobs Engineering,Infrastructure,Research scientist,,,2025-09-15,5.0,,,,,,,"Community, employee-first mentality, co-workers, jobs and tasks, pay and benefits","Not many, the few cons would be the uncertainty working for a government contractor.",,,
131,Jacobs Engineering,Infrastructure,Architectural designer,,,2025-09-19,3.0,,,,,,,"none, work life balance is good","Slow growth, lack motivation after a point",,,
132,Jacobs Engineering,Infrastructure,Geotechnical engineer,,,2025-09-18,5.0,,,,,,,"Large, worldwide, amazing projects and growth",less group connection and activities,,,
133,Jacobs Engineering,Infrastructure,Anonymous employee,,,2025-09-16,4.0,,,,,,,"Close knit team
Easy to understand the mission of the company",Time off was below industry standard,,,
134,Jacobs Engineering,Infrastructure,Cqv engineer,,,2025-09-16,3.0,,,,,,,"Unlimited PTO, high starting pay, overtime potential",Field and project based so you will be moving around,,,
135,Jacobs Engineering,Infrastructure,Entry level traffic engineer,,,2025-09-09,5.0,,,,,,,"Good pay, flexible work situation, good company culture, career mobility",havent worked long enough to know,,,
136,Jacobs Engineering,Infrastructure,Architect,,,2025-09-11,4.0,,,,,,,good team culture and balance,niche industry. cannot try different types of architecture,,,
137,Jacobs Engineering,Infrastructure,Piping engineer,,,2025-09-10,4.0,,,,,,,Employs good engineers and tries to keep them.,Work can be slow at times,,,
138,Jacobs Engineering,Infrastructure,Architectural designer,,,2025-09-08,4.0,,,,,,,"Work/ life balance
Large projects
Work with you toward your career goals",Lack of direction/ communication between discipline teams,,,
139,Jacobs Engineering,Infrastructure,Systems engineer,,,2025-09-07,3.0,,,,,,,Work life balance. Generous pay,Leadership are majority men. Quiet when it comes to highly problematic projects.,,,
140,Jacobs Engineering,Infrastructure,Development engineer,,,2025-07-31,5.0,,,,,,,I enjoyed the culture at Jacob’s. There are many dedicated people there that are great to work with.,Pay was low relative to the oil and gas industry.,,,
141,Jacobs Engineering,Infrastructure,Mechanical cad designer,,,2025-08-14,4.0,,,,,,,"Great culture, employees, cutting edge technologies with tons of training. A good sign of longevity are it employees who have served 15, 20, 30 plus years.",The insurance plans could be better.,,,
142,Jacobs Engineering,Infrastructure,Risk analyst,,,2025-09-04,3.0,,,,,,,they have some good pay,they have limited period contracts,,,
143,Jacobs Engineering,Infrastructure,Team leader,,,2025-06-16,5.0,,,,,,,Jacobs is very pro-active with regard to welcoming talent. We strive to hire the best talent. Compensation is comparable or exceeds industry averages. Great variety of projects types and challenges. Flexible work options. (Remote/hybrid/in office).,"Largely cons are individual experiences. Jacobs is open office--some love it, but some might not. Jacobs is a large and global company. That does create opportunities, however, it is a very large corporation.",,,
144,Jacobs Engineering,Infrastructure,Remediation geologist,,,2025-08-10,5.0,,,,,,,Great Managers and team leaders. Projects are typically well organized. Room for growth.,"Sometimes over 80 hours in a 2 week period. However, most people I know are eligible for straight overtime.",,,
145,Jacobs Engineering,Infrastructure,Industrial electrician,,,2025-08-24,3.0,,,,,,,good people care about mental health,pay is bad benfits not the best,,,
146,Jacobs Engineering,Infrastructure,Mechanical engineer,,,2025-08-24,4.0,,,,,,,"-Good Work/life balance
- Good Coworkers","-Compensation was Lacking 
-Upward Mobility Lacking",,,
147,Jacobs Engineering,Infrastructure,Scientist 2,,,2025-08-20,5.0,,,,,,,"Cool work environment, interesting research projects",Health insurance (UHC) didnt cover many expenses,,,
148,Jacobs Engineering,Infrastructure,Process engineer intern,,,2025-08-21,5.0,,,,,,,"Good, no complaints, learnt a lot",No cons that I can think of,,,
149,Jacobs Engineering,Infrastructure,Warehouse specialist,,,2025-08-18,5.0,,,,,,,Pay & Experience government contractor position.,Contract had to be renewed each fiscal year.,,,
150,Jacobs Engineering,Infrastructure,Anonymous employee,,,2025-08-16,4.0,,,,,,,"Good pay and benefits, easy to ask for time off",The culture has changed over the years,,,
151,Jacobs Engineering,Infrastructure,Project manager,,,2025-08-18,5.0,,,,,,,Great place to work and grow your career,Nothing to say on this point,,,
152,Jacobs Engineering,Infrastructure,Database administrators,,,2025-08-14,2.0,,,,,,,Relatively decent benefit. Big company organized well.,Only managers have bonus. No much opportunity to promotion.,,,
153,Jacobs Engineering,Infrastructure,Project manager,,,2025-06-12,1.0,,,,,,,"Opportunities in various regions throughout the US. If you are gay, you will love this place because they are all about this type of inclusion.","The company is too large and operates similarly to a public agency, where getting any support is nearly impossible, including HR support. Most of the company's administrative operations are in third-world countries, and contact with them is not possible. - After I resigned, they wouldn't match my 401k and argued that I was no longer an employee and therefore they weren't required to make any contribution. Finally, I requested a reference letter and was told that HR advises against it.",,,
